Header 
1985;27;14516;
1985;28;13134;
1985;29;11823;
1985;30;10697;
1985;31;10232;
1985;32;10388;
1985;33;10825;
1985;34;12796;
1985;35;15905;
1985;36;21141;
1985;37;35071;
1985;38;45297;
1985;39;46752;
1985;40;49336;
1985;41;44084;
1985;42;38508;
1985;43;40116;
1985;44;43517;
1985;45;45683;
1985;46;47652;
1985;47;50461;
1985;48;55010;
1985;49;63156;
1985;50;63062;
1985;51;58515;
1985;52;52234;
1986;1;49458;
1986;2;50565;
1986;3;52721;
1986;4;57910;
1986;5;67731;
1986;6;95696;
1986;7;140474;
1986;8;152131;
1986;9;140400;
1986;10;114317;
1986;11;82914;
1986;12;56173;
1986;13;44248;
1986;14;41679;
1986;15;41641;
1986;16;49197;
1986;17;52075;
1986;18;51593;
1986;19;48620;
1986;20;44022;
1986;21;38607;
1986;22;33181;
1986;23;25937;
1986;24;20523;
1986;25;16684;
1986;26;14162;
1986;27;12630;
1986;28;10819;
1986;29;10504;
1986;30;9940;
1986;31;9777;
1986;32;10669;
1986;33;11314;
1986;34;14585;
1986;35;17941;
1986;36;27296;
1986;37;44242;
1986;38;52555;
1986;39;50116;
1986;40;51864;
1986;41;46599;
1986;42;41836;
1986;43;45085;
1986;44;51332;
1986;45;74657;
1986;46;102069;1
1986;47;120573;1
1986;48;116969;1
1986;49;94894;1
1986;50;79805;1
1986;51;69817;1
1986;52;63042;
1987;1;64110;
1987;2;66937;
1987;3;65439;
1987;4;53532;
1987;5;55570;
1987;6;52803;
1987;7;50075;
1987;8;48676;
1987;9;49330;
1987;10;50960;
1987;11;52488;
1987;12;50883;
1987;13;43316;
1987;14;42857;
1987;15;43814;
1987;16;47994;
1987;17;48370;
1987;18;46338;
1987;19;42680;
1987;20;38174;
1987;21;33595;
1987;22;31935;
1987;23;27112;
1987;24;22542;
1987;25;18744;
1987;26;16233;
1987;27;15360;
1987;28;13425;
1987;29;12607;
1987;30;10879;
1987;31;10642;
1987;32;10802;
1987;33;11357;
1987;34;14721;
1987;35;16767;
1987;36;22714;
1987;37;37094;
1987;38;44092;
1987;39;45392;
1987;40;41423;
1987;41;39637;
1987;42;40629;
1987;43;44991;
1987;44;47915;
1987;45;50601;
1987;46;53060;
1987;47;55303;
1987;48;57328;
1987;49;59090;
1987;50;59424;
1987;51;57895;
1987;52;54067;
1988;1;48991;
1988;2;49522;
1988;3;51532;
1988;4;67366;1
1988;5;109302;1
1988;6;166677;1
1988;7;136773;1
1988;8;100102;1
1988;9;76225;1
1988;10;63023;1
1988;11;58377;
1988;12;56302;
1988;13;52824;
1988;14;48831;
1988;15;48750;
1988;16;53301;
1988;17;48532;
1988;18;43716;
1988;19;38832;
1988;20;33856;
1988;21;28729;
1988;22;23391;
1988;23;20891;
1988;24;18944;
1988;25;16989;
1988;26;14461;
1988;27;12005;
1988;28;12980;
1988;29;11633;
1988;30;11960;
1988;31;14295;
1988;32;14973;
1988;33;15047;
1988;34;16297;
1988;35;18599;
1988;36;22514;
1988;37;34014;
1988;38;47052;
1988;39;53178;
1988;40;46129;
1988;41;40847;
1988;42;38284;
1988;43;39392;
1988;44;43540;
1988;45;46073;
1988;46;46299;
1988;47;47238;
1988;48;51905;
1988;49;54955;
1988;50;57778;
1988;51;57415;
1988;52;53790;
1989;1;60173;
1989;2;72946;
1989;3;88488;
1989;4;103178;1
1989;5;110172;1
1989;6;103292;1
1989;7;85851;1
1989;8;72946;1
1989;9;65416;1
1989;10;61567;1
1989;11;59704;
1989;12;57324;
1989;13;52064;
1989;14;45277;
1989;15;46582;
1989;16;43872;
1989;17;42936;
1989;18;39304;
1989;19;34244;
1989;20;29020;
1989;21;24826;
1989;22;22856;
1989;23;19908;
1989;24;17495;
1989;25;15280;
1989;26;12922;
1989;27;9829;
1989;28;8853;
1989;29;7994;
1989;30;8093;
1989;31;7678;
1989;32;8528;
1989;33;8983;
1989;34;10397;
1989;35;12680;
1989;36;17445;
1989;37;27561;
1989;38;43698;
1989;39;46917;
1989;40;39682;
1989;41;43019;
1989;42;42173;
1989;43;42678;
1989;44;39042;
1989;45;40875;
1989;46;39279;
1989;47;38589;
1989;48;43135;
1989;49;50008;
1989;50;56577;
1989;51;63810;
1989;52;68200;
1989;53;75458;
1990;1;84376;1
1990;2;93313;1
1990;3;96374;1
1990;4;94043;1
1990;5;86911;1
1990;6;69322;1
1990;7;58230;1
1990;8;52152;
1990;9;47022;
1990;10;42772;
1990;11;39334;
1990;12;36082;
1990;13;32499;
1990;14;33407;
1990;15;32838;
1990;16;33065;
1990;17;35581;
1990;18;35056;
1990;19;32550;
1990;20;29119;
1990;21;25763;
1990;22;23478;
1990;23;20161;
1990;24;17020;
1990;25;13958;
1990;26;10876;
1990;27;9303;
1990;28;7468;
1990;29;7148;
1990;30;6875;
1990;31;7347;
1990;32;7498;
1990;33;8386;
1990;34;9704;
1990;35;12828;
1990;36;20843;
1990;37;35496;
1990;38;40840;
1990;39;37774;
1990;40;33706;
1990;41;32139;
1990;42;30277;
1990;43;30185;
1990;44;30199;
1990;45;30249;
1990;46;31119;
1990;47;33589;
1990;48;38370;
1990;49;40229;
1990;50;41255;
1990;51;41704;
1990;52;41752;
1991;1;41575;
1991;2;41370;
1991;3;40850;
1991;4;40543;
1991;5;52712;
1991;6;77062;1
1991;7;123126;1
1991;8;155327;1
1991;9;146638;1
1991;10;116377;1
1991;11;83860;1
1991;12;55574;
1991;13;39262;
1991;14;38301;
1991;15;35191;
1991;16;35150;
1991;17;32496;
1991;18;28891;
1991;19;24916;
1991;20;21148;
1991;21;18118;
1991;22;16356;
1991;23;14940;
1991;24;13550;
1991;25;11843;
1991;26;9472;
1991;27;8510;
1991;28;7094;
1991;29;6556;
1991;30;6462;
1991;31;6104;
1991;32;6611;
1991;33;7975;
1991;34;8781;
1991;35;10672;
1991;36;15954;
1991;37;28374;
1991;38;35839;
1991;39;36061;
1991;40;31561;
1991;41;31209;
1991;42;30203;
1991;43;23738;
1991;44;36280;
1991;45;39996;
1991;46;38866;
1991;47;36866;
1991;48;37867;
1991;49;40296;
1991;50;48431;
1991;51;58741;1
1991;52;66037;1
1992;1;67245;1
1992;2;64461;1
1992;3;58140;1
1992;4;51197;1
1992;5;46154;
1992;6;42126;
1992;7;37562;
1992;8;34664;
1992;9;32810;
1992;10;31460;
1992;11;30074;
1992;12;27635;
1992;13;23171;
1992;14;23859;
1992;15;24168;
1992;16;25603;
1992;17;27216;
1992;18;25725;
1992;19;22266;
1992;20;17974;
1992;21;13921;
1992;22;11177;
1992;23;9488;
1992;24;8200;
1992;25;7182;
1992;26;6299;
1992;27;5272;
1992;28;5189;
1992;29;4458;
1992;30;3993;
1992;31;4191;
1992;32;4485;
1992;33;4610;
1992;34;5427;
1992;35;7122;
1992;36;9186;
1992;37;17648;
1992;38;23597;
1992;39;26928;
1992;40;25756;
1992;41;29126;
1992;42;31767;
1992;43;30977;
1992;44;31391;
1992;45;31272;
1992;46;31345;
1992;47;32335;
1992;48;34886;
1992;49;38994;
1992;50;38986;
1992;51;35624;
1992;52;29665;
1993;1;29845;
1993;2;34806;
1993;3;43189;1
1993;4;53633;1
1993;5;64376;1
1993;6;64234;1
1993;7;55542;1
1993;8;46997;
1993;9;42651;
1993;10;40312;
1993;11;37784;
1993;12;33743;
1993;13;28421;
1993;14;26269;
1993;15;27870;
1993;16;31211;
1993;17;33759;
1993;18;31549;
1993;19;26532;
1993;20;20653;
1993;21;15814;
1993;22;13913;
1993;23;12271;
1993;24;11135;
1993;25;10273;
1993;26;9449;
1993;27;8270;
1993;28;7068;
1993;29;5881;
1993;30;4540;
1993;31;4576;
1993;32;4543;
1993;33;4769;
1993;34;5462;
1993;35;6739;
1993;36;9435;
1993;37;17732;
1993;38;28528;
1993;39;29960;
1993;40;27983;
1993;41;26534;
1993;42;25163;
1993;43;25309;
1993;44;25384;
1993;45;26110;
1993;46;27791;
1993;47;30727;
1993;48;35215;
1993;49;37848;
1993;50;35370;
1993;51;30989;
1993;52;26649;
1994;1;24923;
1994;2;25948;
1994;3;28153;
1994;4;32528;
1994;5;39948;
1994;6;43923;
1994;7;51966;1
1994;8;57226;1
1994;9;53623;1
1994;10;45220;1
1994;11;36078;
1994;12;27474;
1994;13;20959;
1994;14;19144;
1994;15;18377;
1994;16;19647;
1994;17;20538;
1994;18;20087;
1994;19;18758;
1994;20;17010;
1994;21;15273;
1994;22;13977;
1994;23;12640;
1994;24;10959;
1994;25;9210;
1994;26;7669;
1994;27;6208;
1994;28;5393;
1994;29;4150;
1994;30;4003;
1994;31;3776;
1994;32;3619;
1994;33;4230;
1994;34;4970;
1994;35;5728;
1994;36;7399;
1994;37;12729;
1994;38;18947;
1994;39;21293;
1994;40;18813;
1994;41;20586;
1994;42;20337;
1994;43;21350;
1994;44;19936;
1994;45;19852;
1994;46;20962;
1994;47;23130;
1994;48;26167;
1994;49;26183;
1994;50;26342;
1994;51;25834;
1994;52;24621;
1995;1;23348;
1995;2;22816;
1995;3;21242;
1995;4;20719;
1995;5;23120;
1995;6;25918;
1995;7;29702;
1995;8;34974;
1995;9;40450;
1995;10;46066;
1995;11;51754;1
1995;12;56144;1
1995;13;57993;1
1995;14;47494;1
1995;15;38828;1
1995;16;33466;
1995;17;26042;
1995;18;21255;
1995;19;18314;
1995;20;16425;
1995;21;14753;
1995;22;12463;
1995;23;12234;
1995;24;10299;
1995;25;7829;
1995;26;5990;
1995;27;5259;
1995;28;4774;
1995;29;4652;
1995;30;4411;
1995;31;3752;
1995;32;3979;
1995;33;3945;
1995;34;4092;
1995;35;4554;
1995;36;5313;
1995;37;7850;
1995;38;14611;
1995;39;21506;
1995;40;22001;
